,authors_full,affiliation
306,"Beringer, J; Arguin, JF; Barnett, RM; Copic, K; Dahl, O; Groom, DE; Lin, CJ; Lys, J; Murayama, H; Wohl, CG; Yao, WM; Zyla, PA; Amsler, C; Antonelli, M; Asner, DM; Baer, H; Band, HR; Basaglia, T; Bauer, CW; Beatty, JJ; Belousov, VI; Bergren, E; Bernardi, G; Bertl, W; Bethke, S; Bichsel, H; Biebel, O; Blucher, E; Blusk, S; Brooijmans, G; Buchmueller, O; Cahn, RN; Carena, M; Ceccucci, A; Chakraborty, D; Chen, MC; Chivukula, RS; Cowan, G; D'Ambrosio, G; Damour, T; de Florian, D; de Gouvea, A; DeGrand, T; de Jong, P; Dissertori, G; Dobrescu, B; Doser, M; Drees, M; Edwards, DA; Eidelman, S; Erler, J; Ezhela, VV; Fetscher, W; Fields, BD; Foster, B; Gaisser, TK; Garren, L; Gerber, HJ; Gerbier, G; Gherghetta, T; Golwala, S; Goodman, M; Grab, C; Gritsan, AV; Grivaz, JF; Grunewald, M; Gurtu, A; Gutsche, T; Haber, HE; Hagiwara, K; Hagmann, C; Hanhart, C; Hashimoto, S; Hayes, KG; Heffner, M; Heltsley, B; Hernandez-Rey, JJ; Hikasa, K; Hocker, A; Holder, J; Holtkamp, A; Huston, J; Jackson, JD; Johnson, KF; Junk, T; Karlen, D; Kirkby, D; Klein, SR; Klempt, E; Kowalewski, RV; Krauss, F; Kreps, M; Krusche, B; Kuyanov, YV; Kwon, Y; Lahav, O; Laiho, J; Langacker, P; Liddle, A; Ligeti, Z; Liss, TM; Littenberg, L; Lugovsky, KS; Lugovsky, SB; Mannel, T; Manohar, AV; Marciano, WJ; Martin, AD; Masoni, A; Matthews, J; Milstead, D; Miquel, R; Monig, K; Moortgat, F; Nakamura, K; Narain, M; Nason, P; Navas, S; Neubert, M; Nevski, P; Nir, Y; Olive, KA; Pape, L; Parsons, J; Patrignani, C; Peacock, JA; Petcov, ST; Piepke, A; Pomarol, A; Punzi, G; Quadt, A; Raby, S; Raffelt, G; Ratcliff, BN; Richardson, P; Roesler, S; Rolli, S; Romaniouk, A; Rosenberg, LJ; Rosner, JL; Sachrajda, CT; Sakai, Y; Salam, GP; Sarkar, S; Sauli, F; Schneider, O; Scholberg, K; Scott, D; Seligman, WG; Shaevitz, MH; Sharpe, SR; Silari, M; Sjostrand, T; Skands, P; Smith, JG; Smoot, GF; Spanier, S; Spieler, H; Stahl, A; Stanev, T; Stone, SL; Sumiyoshi, T; Syphers, MJ; Takahashi, F; Tanabashi, M; Terning, J; Titov, M; Tkachenko, NP; Tornqvist, NA; Tovey, D; Valencia, G; van Bibber, K; Venanzoni, G; Vincter, MG; Vogel, P; Vogt, A; Walkowiak, W; Walter, CW; Ward, DR; Watari, T; Weiglein, G; Weinberg, EJ; Wiencke, LR; Wolfenstein, L; Womersley, J; Woody, CL; Workman, RL; Yamamoto, A; Zeller, GP; Zenin, OV; Zhang, J; Zhu, RY; Particle Data Grp","Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Div Phys, Berkeley, CA 94720 USA; Univ Montreal, Dept Phys, Montreal, PQ H3C 3J7, Canada; Univ Tokyo, Todai Inst Adv Study, Kavli IPMU WPI, Kashiwa, Chiba 2778583, Japan; Univ Calif Berkeley, Dept Phys, Berkeley, CA 94720 USA; Univ Zurich, Inst Phys, CH-8057 Zurich, Switzerland; Univ Bern, Albert Einstein Ctr Fundamental Phys, CH-3012 Bern, Switzerland; Ist Nazl Fis Nucl, Lab Nazl Frascati, I-00044 Rome, Italy; Pacific NW Natl Lab, Richland, WA 99352 USA; Florida State Univ, Dept Phys, Tallahassee, FL 32306 USA; Univ Wisconsin, Dept Phys, Madison, WI 53706 USA; CERN, European Org Nucl Res, CH-1211 Geneva 23, Switzerland; Ohio State Univ, Dept Phys, Columbus, OH 43210 USA; Inst High Energy Phys, COMPAS Grp, RU-142284 Protvino, Russia; CNRS, IN2P3, LPNHE, F-75252 Paris, France; Univ Paris 06, F-75252 Paris, France; Univ Paris 07, F-75252 Paris, France; Paul Scherrer Inst, CH-5232 Villigen, Switzerland; Max Planck Inst Phys & Astrophys, D-80805 Munich, Germany; Univ Washington, Dept Phys, Seattle, WA 98195 USA; Univ Munich, Fak Phys, D-80799 Munich, Germany; Univ Chicago, Enrico Fermi Inst, Chicago, IL 60637 USA; Univ Chicago, Dept Phys, Chicago, IL 60637 USA; Syracuse Univ, Dept Phys, Syracuse, NY 13244 USA; Univ London Imperial Coll Sci Technol & Med, Blackett Lab, High Energy Phys Grp, London SW7 2AZ, England; Fermilab Natl Accelerator Lab, Batavia, IL 60510 USA; Univ Chicago, Kavli Inst Cosmol Phys, Chicago, IL 60637 USA; No Illinois Univ, Dept Phys, De Kalb, IL 60115 USA; Univ Calif Irvine, Dept Phys & Astron, Irvine, CA 92697 USA; Michigan State Univ, Dept Phys & Astron, E Lansing, MI 48824 USA; Univ London, Dept Phys, Egham TW20 0EX, Surrey, England; Complesso Univ Monte St Angelo, Sez Napoli, Ist Nazl Fis Nucl, I-80126 Naples, Italy; Inst Hautes Etud Sci, F-91440 Bures Sur Yvette, France; Univ Buenos Aires, FCEyN, Dept Fis, RA-1428 Buenos Aires, Argentina; Northwestern Univ, Dept Phys & Astron, Evanston, IL 60208 USA; Univ Colorado, Dept Phys, Boulder, CO 80309 USA; NIKHEF H, NL-1009 DB Amsterdam, Netherlands; ETH, Inst Particle Phys, CH-8093 Zurich, Switzerland; Univ Bonn, Inst Phys, D-53115 Bonn, Germany; Deutsch Elektronen Synchrotron DESY, D-22603 Hamburg, Germany; Novosibirsk State Univ, Novosibirsk 630090, Russia; Budker Inst Nucl Phys SB RAS, Novosibirsk 630090, Russia; Univ Nacl Autonoma Mexico, Inst Fis, Dept Fis Teor, Mexico City 04510, DF, Mexico; Univ Illinois, Dept Astron, Urbana, IL 61801 USA; Univ Hamburg, D-22603 Hamburg, Germany; Univ Oxford, Dept Phys, Oxford OX1 3RH, England; Univ Delaware, Bartol Res Inst, Newark, DE 19716 USA; CEA Saclay, DSM IRFU, F-91191 Gif Sur Yvette, France; Univ Melbourne, Sch Phys, Melbourne, Vic 3010, Australia; CALTECH, Div Phys Math & Astron, Pasadena, CA 91125 USA; Argonne Natl Lab, Argonne, IL 60439 USA; Johns Hopkins Univ, Baltimore, MD 21218 USA; CNRS, IN2P3, LAL, F-91898 Orsay, France; Univ Paris 11, F-91898 Orsay, France; Univ Ghent, Dept Phys & Astron, B-9000 Ghent, Belgium; King Abdulaziz Univ, Jeddah 21413, Saudi Arabia; Univ Tubingen, Inst Theoret Phys, D-72076 Tubingen, Germany; Univ Calif Santa Cruz, Santa Cruz Inst Particle Phys, Santa Cruz, CA 95064 USA; High Energy Accelerator Res Org, KEK, Tsukuba, Ibaraki 3050801, Japan; Lawrence Livermore Natl Lab, Livermore, CA 94550 USA; Forschungszentrum Julich, Inst Kernphys, D-52425 Julich, Germany; Forschungszentrum Julich, Inst Adv Simulat, D-52425 Julich, Germany; Hillsdale Coll, Dept Phys, Hillsdale, MI 49242 USA; Cornell Univ, Lab Elementary Particle Phys, Ithaca, NY 14853 USA; Univ Valencia, CSIC, IFIC Inst Fis Corpuscular, E-46071 Valencia, Spain; Tohoku Univ, Dept Phys, Aoba Ku, Sendai, Miyagi 9808578, Japan; Univ Delaware, Dept Phys & Astron, Newark, DE 19716 USA; Los Alamos Natl Lab, Los Alamos, NM 87545 USA; Univ Victoria, Victoria, BC V8W 3P6, Canada; Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Div Nucl Sci, Berkeley, CA 94720 USA; Univ Bonn, Helmholtz Inst Strahlen & Kernphys, Bonn, Germany; Univ Durham, Dept Phys, Inst Particle Phys Phenomenol, Durham DH1 3LE, England; Univ Warwick, Dept Phys, Coventry CV4 7AL, W Midlands, England; Univ Basel, Inst Phys, CH-4056 Basel, Switzerland; Yonsei Univ, Dept Phys, Seoul 120749, South Korea; UCL, Dept Phys & Astron, London WC1E 6BT, England; Univ Glasgow, Sch Phys & Astron, Glasgow G12 8QQ, Lanark, Scotland; Inst Adv Study, Sch Nat Sci, Princeton, NJ 08540 USA; Univ Sussex, Ctr Astron, Brighton BN1 9QH, E Sussex, England; Univ Illinois, Dept Phys, Urbana, IL 61801 USA; Brookhaven Natl Lab, Dept Phys, Upton, NY 11973 USA; Univ Siegen, Dept Phys, D-57068 Siegen, Germany; Univ Calif San Diego, Dept Phys, La Jolla, CA 92093 USA; Cittadella Univ Monserrato, Ist Nazl Fis Nucl, Sez Cagliari, I-09042 Monserrato, CA, Italy; Louisana State Univ, Dept Phys & Astron, Baton Rouge, LA 70803 USA; Stockholms Univ, AlbaNova Univ Ctr, Fysikum, SE-10691 Stockholm, Sweden; Inst Fis Altes Energies, Inst Catalana Recerca & Estudis Avancats, E-08193 Bellaterra, Barcelona, Spain; DESY Zeuthen, D-15735 Zeuthen, Germany; Brown Univ, Dept Phys, Providence, RI 02912 USA; Ist Nazl Fis Nucl, Sez Milano Bicocca, I-20126 Milan, Italy; Univ Granada, Dpto Fis Teor & Cosmos, E-18071 Granada, Spain; Univ Granada, CAFPE, E-18071 Granada, Spain; Johannes Gutenberg Univ Mainz, Inst Phys, D-55099 Mainz, Germany; Weizmann Inst Sci, Dept Particle Phys & Astrophys, IL-76100 Rehovot, Israel; Univ Minnesota, Sch Phys & Astron, Minneapolis, MN 55455 USA; Univ Genoa, Dipartimento Fis, I-16146 Genoa, Italy; Univ Genoa, Ist Nazl Fis Nucl, I-16146 Genoa, Italy; Univ Edinburgh, Royal Observ, Inst Astron, Edinburgh EH9 3JZ, Midlothian, Scotland; SISSA INFN, I-34136 Trieste, TS, Italy; Bulgarian Acad Sci, INRNE, BU-1784 Sofia, Bulgaria; Univ Alabama, Dept Phys & Astron, Tuscaloosa, AL 35487 USA; Univ Autonoma Barcelona, Dept Fis, E-08193 Barcelona, Spain; Univ Pisa, Ist Nazl Fis Nucl, I-56127 Pisa, Italy; Univ Pisa, Dipartimento Fis, I-56127 Pisa, Italy; Univ Gottingen, Phys Inst 2, D-37077 Gottingen, Germany; Max Planck Inst Phys & Astrophys, Werner Heisenberg Inst, D-80805 Munich, Germany; SLAC Natl Accelerator Lab, Menlo Pk, CA 94025 USA; US DOE, Washington, DC 20585 USA; Moscow Engn & Phys Inst, Moscow 115409, Russia; Univ Southampton, Sch Phys & Astron, Southampton SO17 1BJ, Hants, England; Princeton Univ, Dept Phys, Princeton, NJ 08544 USA; Univ Paris 06, CNRS, LPTHE, UPMC,UMR 7589, Paris, France; Univ Oxford, Rudolf Peierls Ctr Theoret Phys, Oxford OX1 3NP, England; Ecole Polytech Fed Lausanne, CH-1015 Lausanne, Switzerland; Duke Univ, Dept Phys, Durham, NC 27708 USA; Univ British Columbia, Dept Phys & Astron, Vancouver, BC V6T 1Z1, Canada; Columbia Univ, Nevis Labs, Irvington, NY 10533 USA; Lund Univ, Dept Theoret Phys, S-22362 Lund, Sweden; Univ Tennessee, Dept Phys & Astron, Knoxville, TN 37996 USA; Rhein Westfal TH Aachen, Phys Zentrum, Phys Inst 3, D-52056 Aachen, Germany; Tokyo Metropolitan Univ, High Energy Phys Lab, Tokyo 1920397, Japan; Michigan State Univ, Natl Superconducting Cyclotron Lab, E Lansing, MI 48824 USA; Nagoya Univ, Kobayashi Maskawa Inst, Chikusa Ku, Nagoya, Aichi 4640028, Japan; Univ Calif Davis, Dept Phys, Davis, CA 95616 USA; Univ Helsinki, Dept Phys, FIN-00014 Helsinki, Finland; Univ Sheffield, Dept Phys & Astron, Sheffield S3 7RH, S Yorkshire, England; Iowa State Univ, Dept Phys, Ames, IA 50011 USA; Carleton Univ, Dept Phys, Ottawa, ON K1S 5B6, Canada; CALTECH, Kellogg Radiat Lab 106 38, Pasadena, CA 91125 USA; Univ Liverpool, Dept Math Sci, Div Theoret Phys, Liverpool L69 3BX, Merseyside, England; Univ Cambridge, Cavendish Lab, Cambridge CB3 0HE, England; Colorado Sch Mines, Dept Phys, Golden, CO 80401 USA; Carnegie Mellon Univ, Dept Phys, Pittsburgh, PA 15213 USA; STFC Rutherford Appleton Lab, Didcot OX11 0QX, Oxon, England; George Washington Univ, Dept Phys, Ashburn, VA 20147 USA; Chinese Acad Sci, IHEP, Beijing 100049, Peoples R China"
307,"Xiao, D; Chang, MC; Niu, Q","Oak Ridge Natl Lab, Div Mat Sci & Technol, Oak Ridge, TN 37831 USA; Natl Taiwan Normal Univ, Dept Phys, Taipei 11677, Taiwan; Univ Texas Austin, Dept Phys, Austin, TX 78712 USA"
308,"Tsukazaki, A; Ohtomo, A; Onuma, T; Ohtani, M; Makino, T; Sumiya, M; Ohtani, K; Chichibu, SF; Fuke, S; Segawa, Y; Ohno, H; Koinuma, H; Kawasaki, M","Tohoku Univ, Inst Mat Res, Sendai, Miyagi 9808577, Japan; Univ Tsukuba, Inst Appl Phys, Tsukuba, Ibaraki 3058573, Japan; Univ Tsukuba, Grad Sch Pure & Appl Sci, Tsukuba, Ibaraki 3058573, Japan; RIKEN, Inst Phys & Chem Res, Photodynam Res Ctr, Sendai, Miyagi 9800845, Japan; Shizuoka Univ, Dept Elect & Elect Engn, Hamamatsu, Shizuoka 4328561, Japan; Tohoku Univ, Elect Commun Res Inst, Sendai, Miyagi 9808577, Japan; Tokyo Inst Technol, Mat & Struct Lab, Yokohama, Kanagawa 2268503, Japan; Combinatorial Mat Sci & Technol COMET, Tsukuba, Ibaraki 3050044, Japan"
309,"Palaniselvam, T; Kashyap, V; Bhange, SN; Baek, JB; Kurungot, S","Ulsan Natl Inst Sci & Technol, Low Dimens Carbon Mat Ctr, Sch Energy & Chem Engn, UNIST Gil 50, Ulsan 689798, South Korea; Natl Chem Lab, CSIR, Phys & Mat Chem Div, Pune 411008, Maharashtra, India"
310,"Ip, AH; Thon, SM; Hoogland, S; Voznyy, O; Zhitomirsky, D; Debnath, R; Levina, L; Rollny, LR; Carey, GH; Fischer, A; Kemp, KW; Kramer, IJ; Ning, ZJ; Labelle, AJ; Chou, KW; Amassian, A; Sargent, EH","Univ Toronto, Dept Elect & Comp Engn, Toronto, ON M5S 3G4, Canada; King Abdullah Univ Sci & Technol, Phys Sci & Engn Div, Thuwal 239556900, Saudi Arabia"
311,"Ling, YC; Yuan, Z; Tian, Y; Wang, X; Wang, JC; Xin, Y; Hanson, K; Ma, BW; Gao, HW","Florida State Univ, Dept Phys, Tallahassee, FL 32306 USA; FAMU FSU Coll Engn, Dept Chem & Biol Engn, Tallahassee, FL 32310 USA; Florida State Univ, Mat Sci Program, Tallahassee, FL 32306 USA; Florida State Univ, Dept Chem & Biochem, Tallahassee, FL 32306 USA; Florida State Univ, Natl High Magnet Field Lab, Tallahassee, FL 32310 USA"
312,"Lin, QQ; Armin, A; Nagiri, RCR; Burn, PL; Meredith, P","Univ Queensland, Ctr Organ Photon & Elect, Sch Chem & Mol Biosci, Brisbane, Qld 4072, Australia; Univ Queensland, Sch Math & Phys, Brisbane, Qld 4072, Australia"
313,"Becker, MA; Vaxenburg, R; Nedelcu, G; Sercel, PC; Shabaev, A; Mehl, MJ; Michopoulos, JG; Lambrakos, SG; Bernstein, N; Lyons, JL; Stoferle, T; Mahrt, RF; Kovalenko, MV; Norris, DJ; Raino, G; Efros, AL","IBM Res Zurich, Saumerstr 4, CH-8803 Ruschlikon, Switzerland; Swiss Fed Inst Technol, Dept Mech & Proc Engn, Opt Mat Engn Lab, CH-8092 Zurich, Switzerland; George Mason Univ, Computat Mat Sci Ctr, Fairfax, VA 22030 USA; Swiss Fed Inst Technol, Dept Chem & Appl Biosci, Inst Inorgan Chem, CH-8093 Zurich, Switzerland; Empa, Swiss Fed Labs Mat Sci & Technol, Lab Thin Films & Photovolta, CH-8600 Dubendorf, Switzerland; CALTECH, TJ Watson Lab Appl Phys, Pasadena, CA 91125 USA; US Naval Acad, Annapolis, MD 21402 USA; Naval Res Lab, Ctr Computat Mat Sci, Washington, DC 20375 USA"
314,"Cui, X; Lee, GH; Kim, YD; Arefe, G; Huang, PY; Lee, CH; Chenet, DA; Zhang, X; Wang, L; Ye, F; Pizzocchero, F; Jessen, BS; Watanabe, K; Taniguchi, T; Muller, DA; Low, T; Kim, P; Hone, J","Columbia Univ, Dept Mech Engn, New York, NY 10027 USA; Yonsei Univ, Dept Mat Sci & Engn, Seoul 120749, South Korea; Cornell Univ, Sch Appl & Engn Phys, Ithaca, NY 14853 USA; Korea Univ, KU KIST Grad Sch Converging Sci & Technol, Seoul 136701, South Korea; Columbia Univ, Dept Mat Sci & Engn, New York, NY 10027 USA; Tech Univ Denmark, DTU Nanotech, Ctr Nanostruct Graphene, DK-2800 Lyngby, Denmark; Natl Inst Mat Sci, Tsukuba, Ibaraki 3050044, Japan; Kavli Inst Cornell Nanoscale Sci, Ithaca, NY 14853 USA; Univ Minnesota, Dept Elect & Comp Engn, Minneapolis, MN 55455 USA; Harvard Univ, Dept Phys, Cambridge, MA 02138 USA"
315,"Wang, H; Yong, DY; Chen, SC; Jiang, SL; Zhang, XD; Shao, W; Zhang, Q; Yan, WS; Pan, BC; Xie, Y","Univ Sci & Technol China, Natl Synchrotron Radiat Lab,CAS Ctr Excellence Na, Synerget Innovat Ctr Quantum Informat & Quantum P, Hefei Natl Lab Phys Sci Microscale,iChEM, Hefei 230026, Anhui, Peoples R China"
316,"Cao, SW; Liu, XF; Yuan, YP; Zhang, ZY; Liao, YS; Fang, J; Loo, SCJ; Sum, TC; Xue, C","Nanyang Technol Univ, Sch Mat Sci & Engn, Solar Fuels Lab, Singapore 639798, Singapore; Nanyang Technol Univ, Sch Phys Math Sci, Div Phys & Appl Phys, Singapore 637371, Singapore; Anhui Univ, Sch Chem & Chem Engn, Lab Adv Porous Mat, Hefei 230039, Peoples R China"
317,"Song, SP; Wang, LH; Li, J; Zhao, JL; Fan, CH","Chinese Acad Sci, Shanghai Inst Microsyst & Informat Technol, Shanghai 200050, Peoples R China; Chinese Acad Sci, Inst Appl Phys, Shanghai 201800, Peoples R China"
318,"Scholes, GD; Fleming, GR; Olaya-Castro, A; van Grondelle, R","Univ Toronto, Dept Chem, Toronto, ON M5S 3H6, Canada; Univ Calif Berkeley, Dept Chem, Berkeley, CA 94720 USA; Univ Calif Berkeley, Lawrence Berkeley Lab, Phys Biosci Div, Berkeley, CA 94720 USA; UCL, Dept Phys & Astron, London WC1E 6BT, England; Vrije Univ Amsterdam, Dept Biophys, Fac Sci, NL-1081 HV Amsterdam, Netherlands"
319,"Wang, XM; Jones, AM; Seyler, KL; Tran, V; Jia, YC; Zhao, H; Wang, H; Yang, L; Xu, XD; Xia, FN","Yale Univ, Dept Elect Engn, New Haven, CT 06511 USA; Univ Washington, Dept Phys, Seattle, WA 98195 USA; Univ Washington, Dept Mat Sci & Engn, Seattle, WA 98195 USA; Washington Univ, Dept Phys, St Louis, MO 63130 USA; Univ So Calif, Ming Hsieh Dept Elect Engn, Los Angeles, CA 90089 USA"
320,"Shamsi, J; Urban, AS; Imran, M; De Trizio, L; Manna, L","Ist Italiano Tecnol, Nanochem Dept, Via Morego 30, I-16163 Genoa, Italy; Univ Genoa, Dipartimento Chim & Chim Ind, Via Dodecaneso 31, I-16146 Genoa, Italy; LMU, Dept Phys, Nanospectroscopy Grp, Amalienstr 54, D-80799 Munich, Germany; LMU, Ctr Nanosci CeNS, Amalienstr 54, D-80799 Munich, Germany; Delft Univ Technol, Kavli Inst Nanosci, POB 5, NL-2600 AA Delft, Netherlands; Delft Univ Technol, Dept Chem Engn, POB 5, NL-2600 AA Delft, Netherlands; Univ Cambridge, Dept Phys, Cambridge, England"
321,"Li, XD; Sun, YF; Xu, JQ; Shao, YJ; Wu, J; Xu, XL; Pan, Y; Ju, HX; Zhu, JF; Xie, Y","Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, iChem, Hefei, Anhui, Peoples R China; Univ Sci & Technol China, Chinese Acad Sci, Key Lab Strongly Coupled Quantum Matter Phys, Hefei, Anhui, Peoples R China; Univ Sci & Technol China, Natl Synchrotron Radiat Lab, Hefei, Anhui, Peoples R China"
322,"Li, WH; Yang, ZZ; Li, MS; Jiang, Y; Wei, X; Zhong, XW; Gu, L; Yu, Y","Univ Sci & Technol China, Dept Mat Sci & Engn, Chinese Acad Sci, Key Lab Mat Energy Convers, Hefei 230026, Anhui, Peoples R China; Nankai Univ, Minist Educ, Key Lab Adv Energy Mat Chem, Tianjin 300071, Peoples R China; Univ Sci & Technol China, State Key Lab Fire Sci, Hefei 230026, Anhui, Peoples R China; Chinese Acad Sci, Inst Phys, Beijing Natl Lab Condensed Matter Phys, Beijing 100190, Peoples R China; Collaborat Innovat Ctr Quantum Metter, Beijing 100190, Peoples R China"
323,"Simon, T; Bouchonville, N; Berr, MJ; Vaneski, A; Adrovic, A; Volbers, D; Wyrwich, R; Doblinger, M; Susha, AS; Rogach, AL; Jackel, F; Stolarczyk, JK; Feldmann, J","Univ Munich, Dept Phys, Photon & Optoelect Grp, D-80799 Munich, Germany; Univ Munich, Ctr NanoSci CeNS, D-80799 Munich, Germany; NIM, D-80799 Munich, Germany; City Univ Hong Kong, Dept Phys & Mat Sci, Hong Kong, Hong Kong, Peoples R China; City Univ Hong Kong, Ctr Funct Photon, Hong Kong, Hong Kong, Peoples R China; Univ Munich, Dept Chem, D-81377 Munich, Germany"
324,"Luo, PJG; Yang, F; Yang, ST; Sonkar, SK; Yang, LJ; Broglie, JJ; Liu, Y; Sun, YP","Clemson Univ, Dept Chem, Clemson, SC 29634 USA; Clemson Univ, Lab Emerging Mat & Technol, Clemson, SC 29634 USA; Southwest Univ Nationalities, Coll Chem & Environm Protect Engn, Chengdu 610041, Peoples R China; N Carolina Cent Univ, Biomfg Res Inst, Dept Pharmaceut Sci, Durham, NC 27707 USA; N Carolina Cent Univ, Durham, NC 27707 USA"
325,"Loss, D; DiVincenzo, DP","Univ Calif Santa Barbara, Inst Theoret Phys, Santa Barbara, CA 93106 USA; Univ Basel, Dept Phys & Astron, CH-4056 Basel, Switzerland; IBM Corp, Div Res, TJ Watson Res Ctr, Yorktown Hts, NY 10598 USA"
326,"Tang, LB; Ji, RB; Li, XM; Bai, GX; Liu, CP; Hao, JH; Lin, JY; Jiang, HX; Teng, KS; Yang, ZB; Lau, SP","Hong Kong Polytech Univ, Dept Appl Phys, Hong Kong, Hong Kong, Peoples R China; Kunming Inst Phys, Kunming 650223, Yunnan Province, Peoples R China; Yunnan Normal Univ, Solar Energy Res Inst, Kunming 650092, Peoples R China; Texas Tech Univ, Dept Elect & Comp Engn, Lubbock, TX 79409 USA; Swansea Univ, Coll Engn, Multidisciplinary Nanotechnol Ctr, Swansea SA2 8PP, W Glam, Wales"
327,"Chen, JM; Fan, TJ; Xie, ZJ; Zeng, QQ; Xue, P; Zheng, TT; Chen, Y; Luo, XL; Zhang, H","Shenzhen Univ, Coll Phys & Optoelect Engn,Shenzhen Key Lab Micro, Collaborat Innovat Ctr Optoelect Sci & Technol,In, Key Lab Optoelect Devices & Syst,Minist Educ & Gu, Shenzhen 518060, Peoples R China; Jinan Univ, Shenzhen Peoples Hosp, Dept Ophthalmol, Clin Med Coll 2, Shenzhen 518020, Guangdong, Peoples R China; Guangzhou Med Univ, Dept Hepatobiliary Surg, Affiliated Hosp 2, Guangzhou, Guangdong, Peoples R China; Peking Univ, Dept Ultrasound, Shenzhen Key Lab Drug Addict & Medicat Safety, Shenzhen Hosp, Shenzhen 518036, Peoples R China"
328,"Salehi, A; Fu, XY; Shin, DH; So, F","North Carolina State Univ, Dept Phys, Raleigh, NC 27695 USA; North Carolina State Univ, Dept Mat Sci & Engn, Raleigh, NC 27695 USA; North Carolina State Univ, Dept Chem & Biomol Engn, Raleigh, NC 27695 USA"
329,"Yao, AM; Padgett, MJ","Univ Strathclyde, SUPA, Glasgow G4 0NG, Lanark, Scotland; Univ Strathclyde, Dept Phys, Glasgow G4 0NG, Lanark, Scotland; Univ Glasgow, SUPA, Dept Phys & Astron, Glasgow G12 8QQ, Lanark, Scotland"
330,"Kong, WB; Yan, LJ; Luo, YF; Wang, DT; Jiang, KL; Li, QQ; Fan, SS; Wang, JP","Tsinghua Univ, Dept Phys, Beijing 100084, Peoples R China; Tsinghua Univ, Tsinghua Foxconn Nanotechnol Res Ctr, Beijing 100084, Peoples R China; Collaborat Innovat Ctr Quantum Matter, Beijing 100084, Peoples R China"
331,"Gui, RJ; Jin, H; Bu, XN; Fu, YX; Wang, ZH; Liu, QY","Qingdao Univ, Coll Chem & Chem Engn, Shandong Sino Japanese Ctr Collaborat Res Carbon, Qingdao 266071, Peoples R China; Shandong Univ Sci & Technol, Coll Chem & Environm Engn, Qingdao 266590, Peoples R China"
332,"Yu, WJ; Liu, Y; Zhou, HL; Yin, AX; Li, Z; Huang, Y; Duan, XF","Univ Calif Los Angeles, Dept Chem & Biochem, Los Angeles, CA 90095 USA; Sungkyunkwan Univ, Dept Elect & Elect Engn, Suwon 440746, South Korea; Sungkyunkwan Univ, Ctr Integrated Nanostruct Phys, Inst Basic Sci, Suwon 440746, South Korea; Univ Calif Los Angeles, Dept Mat Sci & Engn, Los Angeles, CA 90095 USA; Univ Calif Los Angeles, Calif Nanosyst Inst, Los Angeles, CA 90095 USA"
333,"Fu, L; Kane, CL","Univ Penn, Dept Phys & Astron, Philadelphia, PA 19104 USA"
334,"Zhang, Y; Chang, TR; Zhou, B; Cui, YT; Yan, H; Liu, ZK; Schmitt, F; Lee, J; Moore, R; Chen, YL; Lin, H; Jeng, HT; Mo, SK; Hussain, Z; Bansil, A; Shen, ZX","Univ Calif Berkeley, Lawrence Berkeley Natl Lab, Adv Light Source, Berkeley, CA 94720 USA; SLAC Natl Accelerator Lab, Stanford Inst Mat & Energy Sci, Menlo Pk, CA 94025 USA; Natl Tsing Hua Univ, Dept Phys, Hsinchu 30013, Taiwan; Stanford Univ, Geballe Lab Adv Mat, Dept Phys, Stanford, CA 94305 USA; Stanford Univ, Dept Appl Phys, Stanford, CA 94305 USA; Univ Oxford, Dept Phys, Oxford OX1 3PU, England; Univ Oxford, Clarendon Lab, Oxford OX1 3PU, England; Northeastern Univ, Dept Phys, Boston, MA 02115 USA; Acad Sinica, Inst Phys, Taipei 11529, Taiwan"
335,"Niu, ZQ; Li, YD","Tsinghua Univ, Dept Chem, Beijing 100084, Peoples R China; Tsinghua Univ, State Key Lab Low Dimens Quantum Phys, Beijing 100084, Peoples R China"
336,"Ji, DX; Cai, SH; Paudel, TR; Sun, HY; Zhang, CC; Han, L; Wei, YF; Zang, YP; Gu, M; Zhang, Y; Gao, WP; Huyan, HX; Guo, W; Wu, D; Gu, ZB; Tsymbal, EY; Wang, P; Nie, YF; Pan, XQ","Nanjing Univ, Coll Engn & Appl Sci, Jiangsu Key Lab Artificial Funct Mat, Natl Lab Solid State Microstruct, Nanjing, Jiangsu, Peoples R China; Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing, Jiangsu, Peoples R China; Univ Nebraska, Dept Phys & Astron, Lincoln, NE 68588 USA; Univ Nebraska, Nebraska Ctr Mat & Nanosci, Lincoln, NE USA; Univ Calif Irvine, Dept Mat Sci & Engn, Irvine, CA 92697 USA; Univ Calif Irvine, Dept Phys & Astron, Irvine, CA 92697 USA"
337,"Li, CL; Han, C; Zhang, YB; Zang, ZG; Wang, M; Tang, XS; Du, JH","Chongqing Univ, Minist Educ, Key Lab Optoelect Technol & Syst, Chongqing 400044, Peoples R China; Univ Texas El Paso, Dept Phys, El Paso, TX 79902 USA"
